customer_id,full_name,gender,birth_date,phone,email,city,region,loyalty_tier,registration_date
CUS00260,Bassem Fathy,Male,1977-10-22,01198594248,bassem.fathy21@gmail.com,Cairo,Greater Cairo,Silver,2023-05-16
CUS02818,Youssef Amin,Male,25/03/1998,01163283208,youssef.amin2@hotmail.com,Cairo,Greater Cairo,Silver,2022-02-03
CUS00872,Sherif Mansour,Male,05/12/1976,  01018444387  ,sherif.mansour81@hotmail.com,Cairo,Greater Cairo,Silver,2020-01-13
CUS02431,Ola Ismail,Female,1975-11-10,01252294327,ola.ismail54@gmail.com,Mansoura,Nile Delta,Silver,2022-01-25
CUS01643,Hussein Gouda,male,24/04/1971, 01058344299,,Alexandria,Alexandria,Bronze,2021-07-21
CUS01988,Shaimaa Saad,Female,1979-07-26,01221444897,shaimaa.saad98@hotmail.com,Alexandria,Alexandria,Bronze,2021-07-17
CUS02497,Tarek Ibrahim,Male,2003-07-03,01156647252,tarek.ibrahim40@hotmail.com,Alexandria,Alexandria,Silver,2023-07-09
CUS02421,Samir Wahba,male,1988-04-28, 01285640452,samir.wahba29@hotmail.com,Cairo,Greater Cairo,Silver,2023-01-23
CUS01552,Fatima Ahmed,Female,1999-11-24,01058882805,fatima.ahmed50@gmail.com,Mansoura,Nile Delta,Gold,2021-06-06
CUS02841,Karim Nasser,Male,2003-07-04,01065602912,karim.nasser55@gmail.com,Giza,Greater Cairo,Bronze,2022-05-08
CUS02762,Walid Ismail,Male,1978-07-28,01135888722,walid.ismail3@hotmail.com,Cairo,Greater Cairo,Bronze,2021-10-10
CUS02363,Tamer Sayed,Male,1995-03-27,01170232336,tamer.sayed62@yahoo.com,Giza,Greater Cairo,Gold,2021-06-26
CUS00457,Maged Ragab,Male,1995-01-12, 01078123659,maged.ragab54@yahoo.com,Cairo,Greater Cairo,Bronze,2020-07-02
CUS00463,Engy Khalil,Female,1981-05-01,01098538924,engy.khalil45@outlook.com,Zagazig,Nile Delta,Silver,2020-03-17
CUS02260,Ayman Younis,Male,16/06/1974,01121219525,ayman.younis23@hotmail.com,Giza,Greater Cairo,Bronze,2020-12-19
CUS00786,Hussein Rizk,MALE,18/10/1980, 01021007045,hussein.rizk14@gmail.com,Suez,Canal Zone,Silver,2023-04-24
CUS01563,Heba Ismail,female,1995-09-05,01262514007,,Hurghada,Red Sea,Silver,2022-04-03
CUS00382,Akram Wahba,Male,16/03/1972,01050446284,akram.wahba58@gmail.com,Tanta,Nile Delta,Bronze,2023-11-18
CUS01867,Maged Gouda,male,2000-04-17,01041683303,maged.gouda42@outlook.com,Cairo,Greater Cairo,Gold,2022-05-23
CUS02150,Ghada Saad,FEMALE,1997-09-21,01276458477,ghada.saad67@outlook.com,Aswan,Upper Egypt,Bronze,2020-01-28
CUS01262,Reem Nasser,FEMALE,1979-03-25,01193942023,reem.nasser60@yahoo.com,Hurghada,Red Sea,Gold,2021-02-14
CUS02806,Samir Shaaban,male,06/08/1972,  01155695129  ,samir.shaaban93@hotmail.com,Ismailia,Canal Zone,Silver,2023-07-02
CUS01698,Emad Mansour,Male,1999-01-11,01193274386,emad.mansour22@yahoo.com,Cairo,Greater Cairo,Bronze,2020-07-07
CUS01455,Shaimaa Mansour,Female,06/06/1976, 01178633402,shaimaa.mansour27@outlook.com,Cairo,Greater Cairo,Gold,2022-08-01
CUS00839,Amira Barakat,Female,1990-10-11,01043813544,amira.barakat76@hotmail.com,Alexandria,Alexandria,Gold,2022-11-02
CUS01300,Magdy Khalil,Male,1979-11-15,01024020462,magdy.khalil5@yahoo.com,Tanta,Nile Delta,Bronze,2020-06-18
CUS01054,Ibrahim Younis,Male,2001-09-19,  01225021199  ,ibrahim.younis53@hotmail.com,Hurghada,Red Sea,Silver,2020-11-06
CUS01081,Ibrahim Barakat,Male,03/07/1983, 01036983030,ibrahim.barakat55@gmail.com,Hurghada,Red Sea,Gold,2023-09-18
CUS01739,Mohamed Mostafa,MALE,1993-04-07,01147608279,,Giza,Greater Cairo,Silver,2023-08-06
CUS01478,Karim Saad,MALE,1996-04-07,01179443222,karim.saad48@gmail.com,Hurghada,Red Sea,Bronze,2023-07-20
CUS02398,Eman Amin,Female,1985-08-02,01066684607 ,eman.amin29@hotmail.com,Cairo,Greater Cairo,Silver,2022-01-03
CUS01993,Dalia Hamdy,Female,16/04/1993, 01189684093,dalia.hamdy84@hotmail.com,Mansoura,Nile Delta,Bronze,2023-01-19
CUS01534,Emad Shaaban,MALE,05/08/1978, 01094439916,emad.shaaban39@gmail.com,Cairo,Greater Cairo,Bronze,2020-10-23
CUS01234,Ola Mahmoud,Female,2000-12-08,01232341708,ola.mahmoud25@hotmail.com,Cairo,Greater Cairo,Bronze,2020-10-27
CUS00543,Samah Shaaban,Female,1978-12-09,  01020271291  ,samah.shaaban2@yahoo.com,Cairo,Greater Cairo,Silver,2020-12-19
CUS01293,Tamer Salem,Male,1994-09-20, 01040051846,tamer.salem85@hotmail.com,Alexandria,Alexandria,Silver,2023-01-08
CUS01318,Mohamed Bakr,Male,1978-03-10,  01222828052  ,mohamed.bakr5@gmail.com,Zagazig,Nile Delta,Bronze,2022-02-09
CUS01230,Suzy Rizk,Female,1977-12-06,01140271240,suzy.rizk52@gmail.com,Giza,Greater Cairo,Bronze,2020-01-16
CUS01843,Shaimaa Barakat,Female,1983-07-18,01151561050,,Giza,Greater Cairo,Bronze,2020-04-13
CUS01118,Rania Ali,Female,2001-05-20,  01227532794  ,rania.ali93@yahoo.com,Luxor,Upper Egypt,Silver,2023-10-24
CUS02460,Lobna Farouk,Female,1984-12-05, 01251484355,lobna.farouk64@hotmail.com,Giza,Greater Cairo,Gold,2020-05-28
CUS02273,Nader Hamdy,MALE,2001-10-28,01282191219,nader.hamdy6@gmail.com,Alexandria,Alexandria,Bronze,2020-06-19
CUS02873,Ola Mansour,Female,1993-07-12,  01131423696  ,ola.mansour77@gmail.com,Suez,Canal Zone,Silver,2022-05-03
CUS02728,Mona Khalil,Female,1994-01-24,01080225784,mona.khalil75@yahoo.com,Cairo,Greater Cairo,Silver,2020-12-17
CUS02942,Karim Ahmed,Male,1972-05-20,  01140922596  ,karim.ahmed58@outlook.com,Mansoura,Nile Delta,Bronze,2021-10-13
CUS01768,Aisha Amin,Female,21/09/1987, 01185426728,aisha.amin5@gmail.com,Alexandria,Alexandria,Bronze,2023-03-26
CUS02646,Youssef Zaki,Male,1979-11-18, 01139079617,youssef.zaki91@outlook.com,Giza,Greater Cairo,Silver,2021-09-19
CUS02459,Akram Khalil,Male,1984-01-26,01063602031,akram.khalil32@yahoo.com,Alexandria,Alexandria,Bronze,2023-08-23
CUS01753,Mohamed Fathy,Male,1974-05-17, 01162457729,mohamed.fathy91@yahoo.com,Cairo,Greater Cairo,Silver,2022-12-28
CUS02682,Tamer Nasser,Male,1980-09-14, 01226188579,tamer.nasser43@hotmail.com,Aswan,Upper Egypt,Silver,2021-03-09
CUS00436,Ashraf Salem,Male,1981-08-24,01080793145,ashraf.salem83@gmail.com,Tanta,Nile Delta,Bronze,2022-02-05
CUS01412,Reem Hassan,Female,1997-08-07,01270111368,reem.hassan16@hotmail.com,Cairo,Greater Cairo,Silver,2021-11-14
CUS00238,Mahmoud Abdallah,Male,1977-05-01,01192882398,,Cairo,Greater Cairo,Bronze,2021-10-17
CUS01056,Walid Ismail,MALE,1976-01-11, 01216229481,walid.ismail31@gmail.com,Giza,Greater Cairo,Bronze,2022-09-23
CUS00110,Mona Salem,Female,1973-03-09,01079342339,,Cairo,Greater Cairo,Bronze,2022-02-07
CUS00782,Doha Amin,female,27/09/1989,  01149386369  ,doha.amin18@hotmail.com,Alexandria,Alexandria,Bronze,2023-03-09
CUS02090,Tarek Mostafa,male,1989-04-09,  01129770026  ,tarek.mostafa34@hotmail.com,Giza,Greater Cairo,Bronze,2022-08-21
CUS00164,Dina Lotfy,Female,2003-11-20,01240524866 ,dina.lotfy78@hotmail.com,Alexandria,Alexandria,Bronze,2023-09-05
CUS00289,Manar Mahmoud,Female,1971-04-06, 01164008708,manar.mahmoud63@outlook.com,Giza,Greater Cairo,Bronze,2022-11-20
CUS00253,Doha Mostafa,Female,1999-02-17,01076547299,,Luxor,Upper Egypt,Bronze,2022-08-04
CUS02133,Neveen Gamal,female,1984-07-01,  01130120034  ,neveen.gamal27@hotmail.com,Alexandria,Alexandria,Bronze,2023-08-12
CUS02052,Hossam Nasser,Male,27/02/1990,  01259184207  ,hossam.nasser87@outlook.com,Alexandria,Alexandria,Silver,2022-12-27
CUS00768,Nader Bakr,Male,16/12/1985,  01165013238  ,nader.bakr76@hotmail.com,Luxor,Upper Egypt,Bronze,2021-08-21
CUS00788,Akram Younis,Male,1992-03-13,01265236368,akram.younis16@outlook.com,Giza,Greater Cairo,Bronze,2022-11-20
CUS01353,Khaled Wahba,Male,1976-11-09,01173019381,khaled.wahba17@gmail.com,Giza,Greater Cairo,Silver,2021-02-21
CUS01579,Ramy Abdallah,male,1982-06-15, 01262584867,ramy.abdallah44@yahoo.com,Mansoura,Nile Delta,Bronze,2023-12-27
CUS02965,Hussein Abdallah,Male,1990-12-13,01254242207,hussein.abdallah74@yahoo.com,Luxor,Upper Egypt,Gold,2021-02-25
CUS02829,Ramy Amin,Male,1979-06-02,01062660529,ramy.amin57@hotmail.com,Giza,Greater Cairo,Silver,2022-02-03
CUS01458,Eman Ibrahim,female,1972-05-02,01129482232,eman.ibrahim21@hotmail.com,Tanta,Nile Delta,Bronze,2023-02-17
CUS02371,Ayman Ahmed,Male,1975-04-17,01073151137,ayman.ahmed22@gmail.com,Mansoura,Nile Delta,Silver,2023-06-06
CUS01963,Mona Ismail,female,1981-04-21,  01225037335  ,mona.ismail68@yahoo.com,Aswan,Upper Egypt,Bronze,2022-05-22
CUS02402,Youssef Khalil,Male,1986-01-01, 01120381139,youssef.khalil55@outlook.com,Cairo,Greater Cairo,Bronze,2020-03-21
CUS02498,Emad Gamal,male,2002-04-06,01120104355,emad.gamal52@yahoo.com,Luxor,Upper Egypt,Gold,2021-05-20
CUS02866,Akram Mansour,male,1998-07-11,01049659642,akram.mansour50@outlook.com,Alexandria,Alexandria,Bronze,2021-04-18
CUS01033,Rana Ismail,female,1982-03-17,01093699313,rana.ismail74@gmail.com,Cairo,Greater Cairo,Bronze,2021-04-01
CUS02438,Sara Ramadan,Female,01/01/1994,01163545818,,Giza,Greater Cairo,Bronze,2021-08-19
CUS00462,Amr Mahmoud,Male,1974-08-28,01137913590 ,,Mansoura,Nile Delta,Bronze,2020-04-22
CUS02465,Maged Mohamed,Male,2002-01-14,  01239052145  ,maged.mohamed38@yahoo.com,Mansoura,Nile Delta,Silver,2022-08-18
CUS01504,Hany Wahba,Male,2000-11-08,01121017493,hany.wahba53@hotmail.com,Giza,Greater Cairo,Bronze,2023-08-10
CUS00158,Ashraf Ramadan,male,1993-06-07,01156241350,ashraf.ramadan79@outlook.com,Hurghada,Red Sea,Gold,2021-08-02
CUS02572,Essam Zaki,Male,2003-07-07,01229926155,essam.zaki86@gmail.com,Suez,Canal Zone,Gold,2022-07-02
CUS01993,Dalia Hamdy,Female,16/04/1993, 01189684093,dalia.hamdy84@hotmail.com,Mansoura,Nile Delta,Bronze,2023-01-19
CUS01692,Ramy Amin,Male,1970-05-12,01153465341,ramy.amin53@yahoo.com,Alexandria,Alexandria,Bronze,2022-07-01
CUS00678,Ghada Mahmoud,Female,1993-02-06, 01093756036,ghada.mahmoud86@yahoo.com,Giza,Greater Cairo,Silver,2022-05-23
CUS01175,Youssef Younis,Male,1985-07-06,  01267278051  ,youssef.younis95@yahoo.com,Mansoura,Nile Delta,Platinum,2020-03-27
CUS02921,Yasmin Hamdy,FEMALE,1988-10-15,01217059683 ,yasmin.hamdy84@outlook.com,Giza,Greater Cairo,Bronze,2020-12-21
CUS00239,Eman Ismail,Female,1971-02-18,01121727533,eman.ismail66@gmail.com,Mansoura,Nile Delta,Silver,2022-07-05
CUS01272,Eman Shaaban,Female,1971-11-11,01267496370,eman.shaaban25@yahoo.com,Luxor,Upper Egypt,Gold,2020-10-28
CUS01770,Mariam Gouda,Female,1991-03-17,  01011608040  ,mariam.gouda92@gmail.com,Giza,Greater Cairo,Bronze,2023-04-09
CUS00244,Essam Ramadan,Male,1986-11-22,01126050250 ,essam.ramadan75@gmail.com,Giza,Greater Cairo,Gold,2021-06-15
CUS00101,Amr Farouk,Male,04/04/1986,01086140729,amr.farouk60@gmail.com,Cairo,Greater Cairo,Bronze,2022-11-03
CUS00316,Magdy Salem,Male,26/02/1990,01299187990,magdy.salem6@outlook.com,Tanta,Nile Delta,Gold,2022-11-03
CUS00904,Osama Khalil,Male,05/11/1997,01038768529,osama.khalil22@gmail.com,Alexandria,Alexandria,Gold,2020-07-02
CUS01114,Aisha Saad,Female,1989-12-27,01173680989,aisha.saad54@hotmail.com,Alexandria,Alexandria,Gold,2022-02-08
CUS02380,Nader Nasser,Male,1977-08-14,01276601167,nader.nasser97@outlook.com,Hurghada,Red Sea,Bronze,2022-10-04
CUS01104,Hazem Ragab,Male,1971-03-18,  01063136530  ,,Port Said,Canal Zone,Gold,2022-02-21
CUS00262,Ramy Ahmed,Male,1985-04-08,01251889289,ramy.ahmed44@yahoo.com,Sharm El Sheikh,South Sinai,Bronze,2020-09-11
CUS02354,Shaimaa Nasser,Female,1976-04-16,01080704774,shaimaa.nasser62@yahoo.com,Luxor,Upper Egypt,Bronze,2020-04-04
CUS01719,Noha Mahmoud,Female,03/07/1986,01134583524,noha.mahmoud19@yahoo.com,Ismailia,Canal Zone,Gold,2023-08-28
CUS00196,Fady Lotfy,Male,1995-07-14,01238348941,fady.lotfy47@outlook.com,Giza,Greater Cairo,Silver,2021-05-28
CUS02467,Dina Bakr,FEMALE,1986-05-25,01184306405,dina.bakr7@outlook.com,Giza,Greater Cairo,Bronze,2020-06-28
CUS02469,Hossam Barakat,Male,1973-05-24,01115381194,hossam.barakat31@outlook.com,Alexandria,Alexandria,Bronze,2023-08-22
CUS01812,Ramy Hafez,Male,1977-10-04, 01289606631,ramy.hafez65@outlook.com,Hurghada,Red Sea,Bronze,2023-02-16
CUS00180,Hana Hassan,Female,1982-12-10, 01119104802,,Cairo,Greater Cairo,Silver,2022-06-13
CUS02355,Noha Abdallah,Female,1994-11-02,01210875598,,Zagazig,Nile Delta,Bronze,2020-10-08
CUS00579,Adel Ali,MALE,1977-06-24,01081305655,,Alexandria,Alexandria,Bronze,2021-11-16
CUS00930,Eman Ahmed,Female,1972-11-14,01151003929,eman.ahmed26@gmail.com,Cairo,Greater Cairo,Bronze,2020-03-07
CUS00341,Aisha Abdallah,Female,1994-11-26,01055417034,aisha.abdallah85@yahoo.com,Alexandria,Alexandria,Bronze,2023-12-03
CUS02047,Amira Shaaban,Female,1986-04-13, 01148936750,amira.shaaban54@gmail.com,Cairo,Greater Cairo,Silver,2022-03-06
CUS01226,Sara Nasser,Female,1989-02-01,01079335025,sara.nasser70@outlook.com,Mansoura,Nile Delta,Silver,2021-01-19
CUS00749,Youssef Ahmed,Male,2000-03-28,01042470699,youssef.ahmed32@outlook.com,Suez,Canal Zone,Silver,2021-12-04
CUS01124,Wael Badawi,Male,1975-02-17,  01052726974  ,wael.badawi43@yahoo.com,Hurghada,Red Sea,Bronze,2022-03-01
CUS00663,Engy Abdallah,Female,1984-02-21,  01025472405  ,engy.abdallah22@hotmail.com,Mansoura,Nile Delta,Bronze,2023-05-18
CUS00481,Eman Fathy,Female,1983-03-26,01056658526,,Mansoura,Nile Delta,Silver,2021-09-23
CUS00804,Ayman Farouk,Male,23/05/1980,01284490480,ayman.farouk75@hotmail.com,Mansoura,Nile Delta,Platinum,2023-03-27
CUS02173,Neveen Ahmed,Female,2003-07-06,01264731709,neveen.ahmed39@outlook.com,Cairo,Greater Cairo,Silver,2023-01-22
CUS01583,Doha Shaaban,Female,1996-04-19,  01298829740  ,doha.shaaban21@outlook.com,Alexandria,Alexandria,Bronze,2021-12-03
CUS01908,Khaled Gouda,male,1971-12-06,01192734671,khaled.gouda41@yahoo.com,Giza,Greater Cairo,Bronze,2020-05-28
CUS02474,Ramy Barakat,male,1999-01-25,  01057115103  ,ramy.barakat84@gmail.com,Zagazig,Nile Delta,Silver,2023-04-04
CUS00550,Samir Mostafa,Male,1997-05-24,01246387450,samir.mostafa19@hotmail.com,Hurghada,Red Sea,Bronze,2021-10-23
CUS01188,Magdy Ali,Male,13/07/1978,01045202115,,Cairo,Greater Cairo,Bronze,2022-07-07
CUS00784,Nader Bakr,MALE,1977-03-19,01088145345,nader.bakr71@gmail.com,Giza,Greater Cairo,Bronze,2022-09-22
CUS02754,Khaled Mansour,Male,1989-08-19,  01294556647  ,khaled.mansour71@outlook.com,Giza,Greater Cairo,Bronze,2023-01-22
CUS01965,Hussein Mohamed,Male,2002-07-06,01017226037,hussein.mohamed34@gmail.com,Alexandria,Alexandria,Gold,2020-04-27
CUS00743,Sherif Hamdy,Male,1979-12-03,  01260689240  ,sherif.hamdy36@yahoo.com,Zagazig,Nile Delta,Silver,2022-04-13
CUS02454,Doha Mansour,Female,1978-06-22,01283809434,doha.mansour26@gmail.com,Giza,Greater Cairo,Bronze,2023-04-06
CUS02100,Wael Ramadan,Male,12/12/1974,  01259420855  ,wael.ramadan91@hotmail.com,Giza,Greater Cairo,Bronze,2023-06-22
CUS01831,Shaimaa Ali,female,1979-02-04,  01181256685  ,shaimaa.ali88@gmail.com,Ismailia,Canal Zone,Platinum,2020-11-01
CUS01256,Dalia Shaaban,Female,22/06/1970,01116600294,dalia.shaaban61@gmail.com,Giza,Greater Cairo,Bronze,2022-04-28
CUS02401,Engy Nasser,Female,1999-04-08,01274568678,engy.nasser1@gmail.com,Giza,Greater Cairo,Bronze,2022-10-06
CUS02043,Ayman Sayed,Male,08/11/1991,01239146157,ayman.sayed23@outlook.com,Alexandria,Alexandria,Bronze,2020-03-03
CUS02156,Mona Farouk,Female,1978-04-18,01270083672,mona.farouk81@outlook.com,Cairo,Greater Cairo,Silver,2021-12-17
CUS01508,Sara Rizk,FEMALE,09/04/1994,01091429935,,Alexandria,Alexandria,Silver,2022-10-15
CUS00248,Mohamed Gouda,Male,1992-05-23,01128658140,mohamed.gouda44@yahoo.com,Ismailia,Canal Zone,Gold,2022-01-24
CUS02903,Salma Ramadan,Female,2001-06-09,01239365350,salma.ramadan96@outlook.com,Cairo,Greater Cairo,Gold,2020-06-09
CUS02604,Samah Salem,Female,20/05/2002,01159857532 ,samah.salem29@yahoo.com,Giza,Greater Cairo,Silver,2021-10-19
CUS02766,Fatima Bakr,Female,1987-07-17,01020636033,fatima.bakr36@yahoo.com,Port Said,Canal Zone,Gold,2021-07-01
CUS00627,Manar Badawi,Female,1983-08-20,01183266696 ,manar.badawi44@hotmail.com,Alexandria,Alexandria,Gold,2021-05-11
CUS00348,Manar Shaaban,FEMALE,1970-08-21,01230036175,manar.shaaban30@outlook.com,Cairo,Greater Cairo,Bronze,2023-06-26
CUS00279,Radwa Attia,Female,2001-02-08,  01237265709  ,radwa.attia64@outlook.com,Tanta,Nile Delta,Bronze,2021-07-28
CUS01862,Mahmoud Gouda,Male,2003-01-12, 01081416682,mahmoud.gouda25@yahoo.com,Mansoura,Nile Delta,Silver,2020-04-14
CUS02970,Hazem Lotfy,Male,1995-01-15,01035077123,hazem.lotfy49@outlook.com,Alexandria,Alexandria,Silver,2023-01-13
CUS00656,Rania Ibrahim,Female,1991-04-12,01042138616,,Cairo,Greater Cairo,Gold,2020-08-26
CUS02209,Hussein Ragab,Male,1995-08-15,01129818516,hussein.ragab58@outlook.com,Giza,Greater Cairo,Bronze,2020-08-14
CUS00928,Ashraf Rizk,male,1980-11-26,  01120219296  ,ashraf.rizk33@yahoo.com,Alexandria,Alexandria,Bronze,2023-06-08
CUS02669,Akram Amin,Male,1998-04-04, 01242449738,akram.amin98@hotmail.com,Zagazig,Nile Delta,Bronze,2022-10-23
CUS02632,Mona Zaki,Female,1992-05-17,  01060684249  ,,Tanta,Nile Delta,Bronze,2021-06-17
CUS01072,Aisha Mostafa,Female,1983-07-12,  01226492036  ,aisha.mostafa33@yahoo.com,Cairo,Greater Cairo,Bronze,2020-07-16
CUS02584,Lobna Ahmed,female,1988-05-09,  01147424925  ,lobna.ahmed44@yahoo.com,Giza,Greater Cairo,Bronze,2023-09-14
CUS01274,Zeinab Saad,Female,1991-08-22, 01263498812,zeinab.saad13@yahoo.com,Cairo,Greater Cairo,Bronze,2022-08-14
CUS02909,Maged Sayed,Male,1998-03-21,  01046290952  ,maged.sayed24@hotmail.com,Giza,Greater Cairo,Bronze,2021-05-25
CUS00446,Khaled Badawi,Male,1993-09-28,01252096774 ,khaled.badawi88@gmail.com,Port Said,Canal Zone,Bronze,2020-12-26
CUS00618,Rania Mahmoud,Female,1981-09-19,  01279322944  ,rania.mahmoud78@hotmail.com,Cairo,Greater Cairo,Bronze,2022-07-07
CUS01887,Zeinab Fathy,Female,11/03/1977, 01188668146,zeinab.fathy56@outlook.com,Cairo,Greater Cairo,Silver,2022-10-24
CUS01126,Magdy Salem,Male,1973-02-02, 01228515091,magdy.salem99@gmail.com,Alexandria,Alexandria,Bronze,2021-03-21
CUS01833,Ramy Abdallah,Male,1996-04-25,01250333457,ramy.abdallah64@yahoo.com,Alexandria,Alexandria,Silver,2022-05-10
CUS01657,Radwa Wahba,Female,1977-02-03, 01139871880,radwa.wahba4@hotmail.com,Alexandria,Alexandria,Gold,2023-08-03
CUS02792,Adel Ibrahim,Male,1974-04-12,01070107253,adel.ibrahim22@outlook.com,Ismailia,Canal Zone,Silver,2023-04-07
CUS00845,Khaled Bakr,Male,1992-12-06,01056270369,khaled.bakr60@gmail.com,Cairo,Greater Cairo,Bronze,2021-03-22
CUS02596,Adel Ibrahim,Male,2001-04-22,01095690045 ,adel.ibrahim55@hotmail.com,Hurghada,Red Sea,Silver,2022-05-14
CUS00548,Ashraf Hassan,Male,1987-12-07,01275595812,ashraf.hassan91@outlook.com,Tanta,Nile Delta,Silver,2020-02-14
CUS02382,Nour Abdallah,Female,1993-12-01,01221482568 ,nour.abdallah82@hotmail.com,Luxor,Upper Egypt,Bronze,2023-06-05
CUS00908,Shaimaa Shaaban,Female,22/11/1975,01031183715,shaimaa.shaaban22@outlook.com,Giza,Greater Cairo,Silver,2021-08-24
CUS01321,Hussein Ismail,Male,1984-11-06,01134365277,hussein.ismail32@hotmail.com,Cairo,Greater Cairo,Bronze,2022-07-22
CUS00264,Hazem Hafez,Male,10/10/1980, 01168517739,,Alexandria,Alexandria,Bronze,2021-05-09
CUS01809,Sara Ali,FEMALE,1972-05-04,01179945393,sara.ali54@outlook.com,Cairo,Greater Cairo,Bronze,2020-02-27
CUS02391,Heba Rizk,Female,1997-06-19,01122869898,heba.rizk30@gmail.com,Giza,Greater Cairo,Platinum,2022-10-13
CUS02366,Nadia Saad,Female,1990-07-11,01269954826,nadia.saad94@outlook.com,Cairo,Greater Cairo,Bronze,2022-05-06
CUS00354,Omar Shaaban,Male,1985-09-11,01275895351,omar.shaaban59@hotmail.com,Cairo,Greater Cairo,Gold,2022-07-20
CUS02516,Sara Ibrahim,Female,2002-01-26,01141264011,sara.ibrahim61@outlook.com,Port Said,Canal Zone,Silver,2022-07-17
CUS00209,Dalia Saad,female,1997-12-22,  01144539133  ,dalia.saad43@gmail.com,Cairo,Greater Cairo,Bronze,2022-05-06
CUS00614,Yasmin Hafez,Female,1974-03-21,01255608488,yasmin.hafez3@outlook.com,Cairo,Greater Cairo,Gold,2022-01-20
CUS01361,Walid Sayed,Male,11/09/1990, 01171543645,walid.sayed64@outlook.com,Suez,Canal Zone,Bronze,2020-03-09
CUS01747,Ashraf Hassan,Male,20/09/1975, 01025281129,ashraf.hassan34@hotmail.com,Cairo,Greater Cairo,Bronze,2023-02-07
CUS01570,Manar Attia,FEMALE,1999-11-14,01011260296 ,manar.attia92@outlook.com,Giza,Greater Cairo,Silver,2021-02-21
CUS01196,Nader Ismail,Male,2002-07-19,01170214805,nader.ismail99@hotmail.com,Luxor,Upper Egypt,Silver,2021-07-27
CUS01672,Neveen Khalil,Female,1985-12-06,01098672138,neveen.khalil71@yahoo.com,Luxor,Upper Egypt,Silver,2023-11-15
CUS01650,Ali Mahmoud,Male,1977-11-25,  01217433350  ,,Tanta,Nile Delta,Bronze,2023-04-18
CUS02171,Akram Amin,Male,1975-05-25,01016867378,akram.amin21@yahoo.com,Tanta,Nile Delta,Bronze,2023-08-07
CUS00058,Fady Saad,Male,1996-10-21,01035224301 ,fady.saad67@hotmail.com,Cairo,Greater Cairo,Bronze,2020-09-26
CUS01201,Mona Ahmed,female,1979-08-16,01232405926,mona.ahmed6@outlook.com,Zagazig,Nile Delta,Platinum,2023-01-10
CUS00812,Mahmoud Bakr,male,1994-08-02,01268343093,mahmoud.bakr32@outlook.com,Aswan,Upper Egypt,Bronze,2022-11-11
CUS02228,Ramy Fathy,Male,2002-11-04, 01013046687,,Alexandria,Alexandria,Silver,2021-09-19
CUS00562,Karim Wahba,Male,1996-03-21, 01210432769,karim.wahba90@gmail.com,Cairo,Greater Cairo,Gold,2023-02-04
CUS02553,Tarek Gouda,male,2002-12-04,01160133318,,Hurghada,Red Sea,Silver,2022-02-17
CUS00230,Hana Abdallah,Female,1991-04-18,01097112459,hana.abdallah27@yahoo.com,Mansoura,Nile Delta,Silver,2022-06-09
CUS02551,Maged Gouda,Male,12/12/1984, 01126245985,maged.gouda54@hotmail.com,Giza,Greater Cairo,Silver,2023-04-03
CUS01798,Ayman Hamdy,male,1982-02-16,01078927204,ayman.hamdy3@yahoo.com,Cairo,Greater Cairo,Silver,2023-04-13
CUS02945,Amr Attia,male,11/07/1994,01181711841,amr.attia99@hotmail.com,Zagazig,Nile Delta,Bronze,2023-12-10
CUS00539,Ashraf Ahmed,Male,1990-05-22,01165194233 ,ashraf.ahmed35@outlook.com,Giza,Greater Cairo,Gold,2021-06-21
CUS01351,Doha Ismail,female,05/08/1990,01096319246,doha.ismail56@hotmail.com,Luxor,Upper Egypt,Gold,2020-11-23
CUS01128,Youssef Farouk,Male,01/08/1992,  01049548494  ,youssef.farouk18@hotmail.com,Giza,Greater Cairo,Silver,2020-09-04
CUS02844,Heba Lotfy,Female,1998-09-21,01152080163,heba.lotfy34@gmail.com,Port Said,Canal Zone,Bronze,2020-10-27
CUS01091,Ayman Ramadan,Male,1983-04-27,01122003127,ayman.ramadan3@outlook.com,Port Said,Canal Zone,Bronze,2020-11-11
CUS01661,Magdy Saad,Male,1975-02-03,01139067726,magdy.saad68@outlook.com,Mansoura,Nile Delta,Platinum,2021-06-13
CUS01197,Mahmoud Saad,Male,1999-03-07,01268233507,mahmoud.saad1@hotmail.com,Ismailia,Canal Zone,Bronze,2021-09-28
CUS00708,Mohamed Ahmed,Male,1970-05-01,01169735024 ,,Hurghada,Red Sea,Platinum,2021-11-07
CUS00425,Amr Mansour,male,1982-10-16,01234213769,amr.mansour51@yahoo.com,Cairo,Greater Cairo,Bronze,2020-03-03
CUS00070,Samah Hassan,Female,1972-09-07,01260076822,samah.hassan3@gmail.com,Ismailia,Canal Zone,Gold,2021-04-23
CUS01024,Khaled Gouda,Male,22/10/1983,01296240962,khaled.gouda32@yahoo.com,Ismailia,Canal Zone,Silver,2020-01-25
CUS01721,Mariam Nasser,Female,1996-01-23,01190808054 ,mariam.nasser90@yahoo.com,Cairo,Greater Cairo,Silver,2022-07-08
CUS00648,Suzy Ramadan,female,1974-03-01,01270192392,suzy.ramadan19@gmail.com,Tanta,Nile Delta,Bronze,2022-02-24
CUS02598,Sherif Hafez,Male,1986-03-11,  01267683606  ,sherif.hafez96@gmail.com,Alexandria,Alexandria,Bronze,2023-12-17
